Product type,Product template,Brand,Parent ID,Bundled products,Sku ID,Name product EN,Description product EN,Name product DE,Description product DE,Name product FR,Description product FR,Name product AR,Description product AR,EAN,Pricing Measure value,Pricing Measure Unit Code,In Stock,Weight Kg PS,Depth mm,Width mm,Height mm,Weight Kg product,Image 1,Image 2,Image 3,PDF data sheet,Link video YouTube,Pipe cutter dimensions,T-shirt size,Number of cutting wheels,Dimension,External hex,Wrench dimension,Shoes size,Inhex,Head screw size,Customs codes,Country of origin,Lithium battery,Minimum purchase to the supplier,Pieces per pack,Number of packs,Total pieces,Blades,Stock US,Stock UK,Stock FR,Stock DE,Tax GB,Tax US,Tax FR,Tax DE,Tax IT,PowerZone mixins
BASIC,,Bosch,,,1600A01TH6,Cutter 18 mm,"A practical and robust cutter, for always accurate work.
High quality die cast aluminum blade housing for exceptional durability and increased cutting power.
Comfortable to use, thanks to the ergonomically shaped handle and Softgrip coating.
Safe and fast blade replacement, without the use of tools.",Schneide 18 mm,"Ein praktisches und robustes Schneidegerät, für immer präzises Arbeiten.
Hochwertiges Klingengehäuse aus Druckguss-Aluminium für außergewöhnliche Haltbarkeit und erhöhte Schneidleistung.
Bequeme Handhabung durch ergonomisch geformten Griff und Softgrip-Ummantelung.
Sicherer und schneller Klingenwechsel ohne Werkzeugeinsatz.",Fraise 18 mm,"Une fraise pratique et robuste, pour un travail toujours précis.
Boîtier de lame en aluminium moulé sous pression de haute qualité pour une durabilité exceptionnelle et une puissance de coupe accrue.
Confort d'utilisation grâce à la poignée ergonomique et au revêtement Softgrip.
Remplacement de la lame sûr et rapide, sans l'utilisation d'outils.",قاطع 18 ملم,"قاطع عملي وقوي ، للعمل الدقيق دائمًا.
عالي الجودة يموت -مساكن شفرة الألومنيوم ، من أجل المتانة الاستثنائية وقوة قطع أكبر.
مريح للاستخدام ، وذلك بفضل التعامل مع الشكل المريح وغطاء SoftGrip.
استبدال آمن وسريع ، دون استخدام الأدوات.",4059952512532,1,pc,TRUE,0.1243,20,215,110,0.086,1600A01TH6.jpg,,,,,,,,,,,,,,,,,1,1,1,1,TRUE,45,23,23,45,STANDARD,STANDARD,STANDARD,STANDARD,STANDARD,https://res.cloudinary.com/saas-ag/raw/upload/v1678979939/powerzone/mixins/powerzone_jsonschema_v1.json
BASIC,,Bosch,,,1600A01TH7,Combined pliers 180 mm,"Sturdy and durable combined pliers for professional use.
The high-strength chrome-vanadium steel shanks and specially hardened cutting edges are robust and durable.
The optimized design, with high leverage effect, reduces the cutting effort compared to conventional pliers.
The soft rubber grip and non-slip edges ensure comfortable and safe use, especially in one-handed use.",Kombinierte Zange 180 mm,"Robuste und langlebige Kombizange für den professionellen Einsatz.
Die hochfesten Schäfte aus Chrom-Vanadium-Stahl und die spezialgehärteten Schneiden sind robust und langlebig.
Das optimierte Design mit hoher Hebelwirkung reduziert den Schneidaufwand im Vergleich zu herkömmlichen Zangen.
Der weiche Gummigriff und die rutschfesten Kanten sorgen für eine komfortable und sichere Handhabung, insbesondere bei Einhandbedienung.",Pince combinée 180 mm,"Pince combinée robuste et durable pour un usage professionnel.
Les tiges en acier au chrome-vanadium à haute résistance et les arêtes de coupe spécialement trempées sont robustes et durables.
La conception optimisée, à fort effet de levier, réduit l'effort de coupe par rapport aux pinces conventionnelles.
La poignée en caoutchouc souple et les bords antidérapants garantissent une utilisation confortable et sûre, en particulier lors d'une utilisation à une main.",180 مم من الفرجار مجتمعة,"الفرجار القوي والمتانة للاستخدامات المهنية.
تعد كودولي عالية المقاومة للكروم-فانوديوم-فانوديوم وحواف القطع مع توقيت خاص قوي ودائم.
يقلل المفهوم الأمثل ، مع تأثير رافعة عالية ، من جهود القطع مقارنة بالفرجار الشائع.
يضمن مقبض المطاط الناعمة وحواف الخزانة العمالة المريحة والآمنة ، وخاصة في الاستخدامات بيد واحدة.",4059952512549,1,pc,TRUE,0.29832,30,240,60,0.264,1600A01TH7.jpg,,,,,,,,,,,,,,,,,1,1,1,1,,5,5,5,5,STANDARD,STANDARD,STANDARD,STANDARD,STANDARD,https://res.cloudinary.com/saas-ag/raw/upload/v1678979939/powerzone/mixins/powerzone_jsonschema_v1.json
BASIC,,Bosch,,,1600A01TH8,Long nose pliers 200 mm,"Durable long nose pliers for professionals.
The high-strength chrome-vanadium steel shanks and specially hardened cutting edges are robust and durable.
The optimized design, with high leverage effect, reduces the cutting effort compared to conventional pliers.
The soft rubber grip and non-slip edges ensure comfortable and safe use, especially in one-handed use.",Spitzzange 200 mm,"Langlebige Spitzzange für Profis.
Die hochfesten Schäfte aus Chrom-Vanadium-Stahl und die spezialgehärteten Schneiden sind robust und langlebig.
Das optimierte Design mit hoher Hebelwirkung reduziert den Schneidaufwand im Vergleich zu herkömmlichen Zangen.
Der weiche Gummigriff und die rutschfesten Kanten sorgen für eine komfortable und sichere Handhabung, insbesondere bei Einhandbedienung.",Pince à longs becs 200 mm,"Pince à long bec durable pour les professionnels.
Les tiges en acier au chrome-vanadium à haute résistance et les arêtes de coupe spécialement trempées sont robustes et durables.
La conception optimisée, à fort effet de levier, réduit l'effort de coupe par rapport aux pinces conventionnelles.
La poignée en caoutchouc souple et les bords antidérapants garantissent une utilisation confortable et sûre, en particulier lors d'une utilisation à une main.",Becchi Caliper بطول 200 مم,"الفرجار الطويل المنقار الطويل للمهنيين.
تعد كودولي عالية المقاومة للكروم-فانوديوم-فانوديوم وحواف القطع مع توقيت خاص قوي ودائم.
يقلل المفهوم الأمثل ، مع تأثير رافعة عالية ، من جهود القطع مقارنة بالفرجار الشائع.
يضمن مقبض المطاط الناعمة وحواف الخزانة العمالة المريحة والآمنة ، وخاصة في الاستخدامات بيد واحدة.",4059952512556,1,pc,TRUE,0.22487,30,220,60,0.199,1600A01TH8.jpg,,,,,,,,,,,,,,,,,1,1,1,1,,9,9,9,9,STANDARD,STANDARD,STANDARD,STANDARD,STANDARD,https://res.cloudinary.com/saas-ag/raw/upload/v1678979939/powerzone/mixins/powerzone_jsonschema_v1.json
BASIC,,Bosch,,,1600A01TH9,Diagonal cutting nippers 160 mm,"Strong and durable diagonal cutters for professional applications.
The high-strength chrome-vanadium steel shanks and specially hardened cutting edges are robust and durable.
The optimized design, with high leverage effect, reduces the cutting effort compared to conventional pliers.
The soft rubber grip and non-slip edges ensure comfortable and safe use, especially in one-handed use.",Seitenschneider 160 mm,"Starke und langlebige Seitenschneider für den professionellen Einsatz.
Die hochfesten Schäfte aus Chrom-Vanadium-Stahl und die spezialgehärteten Schneiden sind robust und langlebig.
Das optimierte Design mit hoher Hebelwirkung reduziert den Schneidaufwand im Vergleich zu herkömmlichen Zangen.
Der weiche Gummigriff und die rutschfesten Kanten sorgen für eine komfortable und sichere Handhabung, insbesondere bei Einhandbedienung.",Pince coupante diagonale 160 mm,"Pinces coupantes diagonales solides et durables pour les applications professionnelles.
Les tiges en acier au chrome-vanadium à haute résistance et les arêtes de coupe spécialement trempées sont robustes et durables.
La conception optimisée, à fort effet de levier, réduit l'effort de coupe par rapport aux pinces conventionnelles.
La poignée en caoutchouc souple et les bords antidérapants garantissent une utilisation confortable et sûre, en particulier lors d'une utilisation à une main.",ترونش مع قطع قطري 160 ملم,"هاتفية قوية ودائمة مع قطع قطري للتطبيقات المهنية.
تعد كودولي عالية المقاومة للكروم-فانوديوم-فانوديوم وحواف القطع مع توقيت خاص قوي ودائم.
يقلل المفهوم الأمثل ، مع تأثير رافعة عالية ، من جهود القطع مقارنة بالفرجار الشائع.
يضمن مقبض المطاط الناعمة وحواف الخزانة العمالة المريحة والآمنة ، وخاصة في الاستخدامات بيد واحدة.",4059952512563,1,pc,TRUE,0.24069,21,225,64,0.213,1600A01TH9.jpg,,,,,,,,,,,,,,,,,1,1,1,1,,200,200,200,200,STANDARD,STANDARD,STANDARD,STANDARD,STANDARD,https://res.cloudinary.com/saas-ag/raw/upload/v1678979939/powerzone/mixins/powerzone_jsonschema_v1.json
BASIC,,Bosch,,,1600A001RU,LS-BOXX 306 - Transport case system,"To store tools in order with the Bosch Mobility System.
Compact structure, for storing tools, small parts and accessories in a single unit in a small space.
Combined with a normal L-BOXX 136 case, it offers space for up to 2 i-BOXX or LS-Tray cases, for quick access to the equipment inside.
Maximum transport and stowage versatility: compatible with various versions of L-BOXX cases and thermoformed tools, as well as with the Sortimo system for the interior of commercial vehicles.",LS-BOXX 306 - Transportkoffersystem,"Werkzeuge geordnet verstauen mit dem Bosch Mobility System.
Kompakte Bauweise zur Aufbewahrung von Werkzeugen, Kleinteilen und Zubehör in einer Einheit auf kleinem Raum.
Kombiniert mit einem normalen L-BOXX 136 Koffer bietet er Platz für bis zu 2 i-BOXX oder LS-Tray Koffer, für schnellen Zugriff auf die Ausrüstung im Inneren.
Maximale Vielseitigkeit bei Transport und Verstauung: Kompatibel mit L-BOXX Koffern und Tiefziehwerkzeugen in verschiedenen Ausführungen sowie mit dem Sortimo System für den Innenraum von Nutzfahrzeugen.",LS-BOXX 306 - Système de mallette de transport,"Pour ranger les outils dans l'ordre avec le Bosch Mobility System.
Structure compacte, pour ranger les outils, les petites pièces et les accessoires dans une seule unité dans un petit espace.
Combiné avec une valise L-BOXX 136 normale, il offre de la place pour jusqu'à 2 valises i-BOXX ou LS-Tray, pour un accès rapide à l'équipement à l'intérieur.
Polyvalence maximale de transport et de rangement : compatible avec différentes versions de valises L-BOXX et d'outils thermoformés, ainsi qu'avec le système Sortimo pour l'intérieur des véhicules utilitaires.",ls -boxx 306 - حقائب نظام النقل نظام النقل,"لوضع الأدوات مع نظام التنقل بوش بالترتيب.
هيكل مضغوط ، لتخزين الأواني ، minuteria والإكسسوارات في مساحة وحدة واحدة.
إلى جانب علبة L-Boxx 136 العادية ، فإنه يوفر مساحة بحد أقصى 2 حقيبتين I-Boxx أو LS-TRAY ، للوصول السريع إلى المعدات في الداخل.
أقصى تعدد الاستخدامات للنقل والتخزين: متوافق مع الإصدارات المختلفة من حقائب L-BoxX وموزعة حرارية للأدوات ، وكذلك مع نظام orderimo للداخلية من المركبات التجارية.",3165140767545,1,pc,TRUE,17.5263,360,450,435,1.599,1600A001RU.jpg,,,,,,,,,,,,,,,,,1,1,1,1,,200,200,200,200,STANDARD,STANDARD,STANDARD,STANDARD,STANDARD,https://res.cloudinary.com/saas-ag/raw/upload/v1678979939/powerzone/mixins/powerzone_jsonschema_v1.json
BASIC,,Bosch,,,1600A001RV,I-BOXX 53 - Transport case,"Versatile stowage with the Bosch Mobility System.
Transparent lid, for a clear overview of the items inside.
Compatible with i-BOXX rack, LS-BOXX case and i-BOXX inset box set, for versatile stowage.
Locking function of the i-BOXX rack and LS-BOXX case, ideal solution for safe transport.",I-BOXX 53 - Transportkoffer,"Vielseitiges Verstauen mit dem Bosch Mobility System.
Transparenter Deckel, für einen klaren Überblick über das Innere.
Kompatibel mit i-BOXX Rack, LS-BOXX Koffer und i-BOXX Insetboxen-Set, für vielseitige Verstauung.
Verriegelungsfunktion von i-BOXX Rack und LS-BOXX Koffer, ideale Lösung für sicheren Transport.",I-BOXX 53 - Valise de transport,"Rangement polyvalent avec le Bosch Mobility System.
Couvercle transparent, pour un aperçu clair des articles à l'intérieur.
Compatible avec le rack i-BOXX, la mallette LS-BOXX et le coffret d'encastrement i-BOXX, pour un rangement polyvalent.
Fonction de verrouillage du rack i-BOXX et de la mallette LS-BOXX, solution idéale pour un transport en toute sécurité.",i -boxx 53 - حقيبة للنقل,"تخزين متعدد الاستخدامات مع نظام التنقل بوش.
غطاء شفاف ، للحصول على نظرة عامة واضحة للعناصر الموجودة في الداخل.
متوافق مع رف i-boxx ، حقيبة LS-BOXX ومجموعة I-boxx Inset ، لتوليد الاستخدامات.
حظر وظيفة الحامل I-Boxx وحقيبة LS-Boxx ، وهو حل مثالي للنقل الآمن.",3165140767552,1,pc,TRUE,1.5707,54,370,315,0.815,1600A001RV.jpg,,,,,,,,,,,,,,,,,1,1,1,1,,400,400,400,400,STANDARD,STANDARD,STANDARD,STANDARD,STANDARD,https://res.cloudinary.com/saas-ag/raw/upload/v1678979939/powerzone/mixins/powerzone_jsonschema_v1.json
BASIC,,Bosch,,,1600A001RW,I-BOXX 72 - Transport case,"Versatile stowage with the Bosch Mobility System.
Transparent lid, for a clear overview of the items inside.
Compatible with i-BOXX rack, LS-BOXX case and i-BOXX inset box set, for versatile stowage.
Thanks to the locking function of the i-BOXX rack and the LS-BOXX case, the accessory is ideal for safe transport.",I-BOXX 72 - Transportkoffer,"Vielseitiges Verstauen mit dem Bosch Mobility System.
Transparenter Deckel, für einen klaren Überblick über das Innere.
Kompatibel mit i-BOXX Rack, LS-BOXX Koffer und i-BOXX Insetboxen-Set, für vielseitige Verstauung.
Dank der Verriegelungsfunktion des i-BOXX-Racks und des LS-BOXX-Koffers ist das Zubehör ideal für den sicheren Transport.",I-BOXX 72 - Valise de transport,"Rangement polyvalent avec le Bosch Mobility System.
Couvercle transparent, pour un aperçu clair des articles à l'intérieur.
Compatible avec le rack i-BOXX, la mallette LS-BOXX et le coffret d'encastrement i-BOXX, pour un rangement polyvalent.
Grâce à la fonction de verrouillage du rack i-BOXX et de la mallette LS-BOXX, l'accessoire est idéal pour un transport en toute sécurité.",i -boxx 72 - حقيبة للنقل,"تخزين متعدد الاستخدامات مع نظام التنقل بوش.
غطاء شفاف ، للحصول على نظرة عامة واضحة للعناصر الموجودة في الداخل.
متوافق مع رف i-boxx ، حقيبة LS-BOXX ومجموعة I-boxx Inset ، لتوليد الاستخدامات.
بفضل وظيفة الحظر الخاصة بحامل I-Boxx وحالة LS-Boxx ، يعد الملحق مثاليًا للنقل الآمن.",3165140767569,1,pc,TRUE,2.1583,75,367,314,0.87,1600A001RW.jpg,,,,,,,,,,,,,,,,,1,1,1,1,,500,500,500,500,STANDARD,STANDARD,STANDARD,STANDARD,STANDARD,https://res.cloudinary.com/saas-ag/raw/upload/v1678979939/powerzone/mixins/powerzone_jsonschema_v1.json
BASIC,,Bosch,,,1600A001RX,LS-Tray 92 - Tool tray,Tool box in blue ABS plastic.,LS-Tray 92 - Werkzeugablage,Werkzeugkasten aus blauem ABS-Kunststoff.,LS-Tray 92 - Plateau à outils,Boîte à outils en plastique ABS bleu.,LS -TRAY 92 - درج حامل الأدوات,درج الأداة البلاستيكية الأزرق ABS.,3165140767576,1,pc,TRUE,3.3109,108,396,311,0.6,1600A001RX.jpg,,,,,,,,,,,,,,,,,1,1,1,1,,1,1,1,1,STANDARD,STANDARD,STANDARD,STANDARD,STANDARD,https://res.cloudinary.com/saas-ag/raw/upload/v1678979939/powerzone/mixins/powerzone_jsonschema_v1.json
BASIC,,Bosch,,,1600A001S5,Set of 12 boxes for storing small parts,"Versatile stowage with the Bosch Mobility System.
Clear overview, thanks to 12 specially designed colored containers for storing various items, such as small accessories or consumables.
Compatible with the i-BOXX 53 case, for maximum stowage versatility.",Satz mit 12 Boxen zur Aufbewahrung von Kleinteilen,"Vielseitiges Verstauen mit dem Bosch Mobility System.
Übersichtlich dank 12 speziell gestalteter farbiger Behälter zur Aufbewahrung verschiedener Gegenstände wie Kleinzubehör oder Verbrauchsmaterialien.
Kompatibel mit dem i-BOXX 53 Koffer, für maximale Verstauungsvielfalt.",Jeu de 12 boîtes pour ranger les petites pièces,"Rangement polyvalent avec le Bosch Mobility System.
Vue d'ensemble claire, grâce à 12 conteneurs colorés spécialement conçus pour ranger divers articles, tels que de petits accessoires ou des consommables.
Compatible avec la valise i-BOXX 53, pour une polyvalence de rangement maximale.",تعيين 12 صندوقًا للتخزين Minuteria,"تخزين متعدد الاستخدامات مع نظام التنقل بوش.
Chiara Panoramic ، بفضل الحاويات الملونة الـ 12 المصممة صراحة لتخزين العناصر المختلفة ، مثل الملحقات الصغيرة أو المواد الاستهلاكية.
متوافق مع حقيبة I-Boxx 53 ، للحصول على أقصى قدر من التنوع للتخزين.
",3165140767651,1,pc,TRUE,1.4351,65,340,260,0.4,1600A001S5.jpg,,,,,,,,,,,,,,,,,1,1,1,1,,5,5,5,5,STANDARD,STANDARD,STANDARD,STANDARD,STANDARD,https://res.cloudinary.com/saas-ag/raw/upload/v1678979939/powerzone/mixins/powerzone_jsonschema_v1.json
BASIC,,Bosch,,,1600A001S7,I-BOXX 53 - Case with 12 boxes for storing small parts,"Versatile stowage and clear overview with the Bosch Mobility System.
Optimal overview, thanks to 12 specially designed colored containers for storing various items (small accessories or consumables).
The practical i-BOXX 53 case allows for easy transport and is equipped with a transparent lid, for a clear overview of the items inside.
Compatible with the i-BOXX rack and the LS-BOXX case, for maximum stowage versatility.",I-BOXX 53 - Koffer mit 12 Boxen zur Aufbewahrung von Kleinteilen,"Vielseitige Verstauung und Übersichtlichkeit mit dem Bosch Mobility System.
Optimale Übersicht durch 12 speziell gestaltete farbige Behälter zur Aufbewahrung verschiedener Gegenstände (kleines Zubehör oder Verbrauchsmaterial).
Der praktische i-BOXX 53 Koffer ermöglicht einen einfachen Transport und ist mit einem transparenten Deckel ausgestattet, für einen klaren Überblick über den Inhalt.
Kompatibel mit dem i-BOXX-Rack und dem LS-BOXX-Koffer für maximale Vielseitigkeit beim Verstauen.",I-BOXX 53 - Mallette de 12 boîtes pour le stockage de petites pièces,"Rangement polyvalent et vue d'ensemble claire avec le Bosch Mobility System.
Vue d'ensemble optimale, grâce à 12 conteneurs colorés spécialement conçus pour le stockage d'articles divers (petits accessoires ou consommables).
La mallette pratique i-BOXX 53 permet un transport facile et est équipée d'un couvercle transparent, pour une vue d'ensemble claire des articles à l'intérieur.
Compatible avec le rack i-BOXX et la mallette LS-BOXX, pour une polyvalence de rangement maximale.",I -boxx 53 - الصيف مع 12 بندقية لتخزين قياس الدقيقة,"تخزين تنوع و chiara بانورامي مع نظام التنقل بوش.
نظرة عامة مثالية ، بفضل الحاويات الملونة الـ 12 المصممة صراحة لتخزين العناصر المختلفة (الملحقات الصغيرة أو المواد الاستهلاكية).
تتيح حقيبة الممارسة I-Boxx 53 نقلًا سهلاً ومجهزًا بغطاء شفاف ، للحصول على نظرة عامة واضحة للعناصر الموجودة في الداخل.
متوافق مع رف I-Boxx ومع حقيبة LS-Boxx ، لأقصى قدر من التنوع.",3165140767675,1,pc,TRUE,1.6272,57,367,311,1.151,1600A001S7.jpg,,,,,,,,,,,,,,,,,1,1,1,1,,7,7,7,7,STANDARD,STANDARD,STANDARD,STANDARD,STANDARD,https://res.cloudinary.com/saas-ag/raw/upload/v1678979939/powerzone/mixins/powerzone_jsonschema_v1.json
BASIC,,Bosch,,,1600A001S8,I-BOXX 72 - Case with 10 boxes for storing small parts,"Versatile stowage and clear overview with the Bosch Mobility System.
Optimal overview, thanks to 10 specially designed colored containers for storing various items (small accessories or consumables).
The practical i-BOXX 72 case allows for easy transport and is equipped with a transparent lid, for a clear overview of the items inside.
Compatible with the i-BOXX rack and the LS-BOXX case, for maximum stowage versatility.",I-BOXX 72 - Koffer mit 10 Boxen zur Aufbewahrung von Kleinteilen,"Vielseitige Verstauung und Übersichtlichkeit mit dem Bosch Mobility System.
Optimale Übersicht durch 10 speziell gestaltete farbige Behälter zur Aufbewahrung verschiedener Gegenstände (kleines Zubehör oder Verbrauchsmaterial).
Der praktische Koffer i-BOXX 72 ermöglicht einen einfachen Transport und ist mit einem transparenten Deckel ausgestattet, für einen klaren Überblick über den Inhalt.
Kompatibel mit dem i-BOXX-Rack und dem LS-BOXX-Koffer für maximale Vielseitigkeit beim Verstauen.",I-BOXX 72 - Mallette de 10 boîtes pour le stockage de petites pièces,"Rangement polyvalent et vue d'ensemble claire avec le Bosch Mobility System.
Vue d'ensemble optimale, grâce à 10 conteneurs colorés spécialement conçus pour le stockage d'articles divers (petits accessoires ou consommables).
La mallette pratique i-BOXX 72 permet un transport facile et est équipée d'un couvercle transparent, pour une vue d'ensemble claire des articles à l'intérieur.
Compatible avec le rack i-BOXX et la mallette LS-BOXX, pour une polyvalence de rangement maximale.",i -boxx 72 - الصيف مع 10 صناديق تخزين لقياس الدقيقة,"تخزين تنوع و chiara بانورامي مع نظام التنقل بوش.
نظرة عامة مثالية ، وذلك بفضل الحاويات الملونة العشر التي تم تصميمها صراحة لتخزين العناصر المختلفة (الملحقات الصغيرة أو المواد الاستهلاكية).
تتيح حقيبة الممارسة I-Boxx 72 نقلًا سهلاً ومجهزًا بغطاء شفاف ، للحصول على نظرة عامة واضحة للعناصر الموجودة في الداخل.
متوافق مع رف I-Boxx ومع حقيبة LS-Boxx ، لأقصى قدر من التنوع.",3165140767682,1,pc,TRUE,2.0566,70,375,315,1.4,1600A001S8.jpg,,,,,,,,,,,,,,,,,1,1,1,1,,56,88,65,12,STANDARD,STANDARD,STANDARD,STANDARD,STANDARD,https://res.cloudinary.com/saas-ag/raw/upload/v1678979939/powerzone/mixins/powerzone_jsonschema_v1.json
BASIC,,Bosch,,,1600A001S9,Trolley for L-BOXX boxes,"The practical transport solution of the Bosch Mobility System.
Integrated snap interface, to securely fix stacked L-BOXX cases and for safe transport.
Capacity of 100 kg, to ensure stability and robustness.
Four swivel wheels, two of which are lockable, to move it with great practicality.",Trolley für L-BOXX Boxen,"Die praktische Transportlösung des Bosch Mobility Systems.
Integrierte Snap-Schnittstelle, um gestapelte L-BOXX Cases sicher zu fixieren und sicher zu transportieren.
Kapazität von 100 kg, um Stabilität und Robustheit zu gewährleisten.
Vier Schwenkräder, von denen zwei feststellbar sind, um es mit großer Praktikabilität zu bewegen.",Chariot pour caisses L-BOXX,"La solution de transport pratique du Bosch Mobility System.
Interface snap intégrée, pour fixer en toute sécurité les caisses L-BOXX empilées et pour un transport en toute sécurité.
Capacité de 100 kg, pour assurer stabilité et robustesse.
Quatre roues pivotantes, dont deux verrouillables, pour le déplacer avec une grande praticité.",عربة الكاسيت L-boxx,"حل النقل العملي لنظام التنقل بوش.
واجهة لقطة متكاملة ، لإصلاح حقائب L-Boxx المكدسة بحزم وللنقل الآمن.
التدفق من 100 كجم ، لضمان الاستقرار والمتانة.
أربع عجلات pirothoetting ، اثنان منها محظورة ، لنقلها بعملية كبيرة.",3165140767699,1,pc,TRUE,8.0569,95,665,513,1.599,1600A001S9.jpg,,,,,,,,,,,,,,,,,1,1,1,1,,23,33,28,89,STANDARD,STANDARD,STANDARD,STANDARD,STANDARD,https://res.cloudinary.com/saas-ag/raw/upload/v1678979939/powerzone/mixins/powerzone_jsonschema_v1.json
BASIC,,Bosch,,,1600A001SA,Caddy trolley in resealable aluminum,"The practical transport solution of the Bosch Mobility System.
The aluminum structure, the telescopic handle and the wheels allow for practical stowage in a small space.
Compatible base and elastic straps, to safely transport the L-BOXX cases.
Stable and robust trolley, ideal for transport, thanks to the capacity of 125 kg on the ground and 60 kg on stairs.",Caddy Trolley aus wiederverschließbarem Aluminium,"Die praktische Transportlösung des Bosch Mobility Systems.
Die Aluminiumstruktur, der Teleskopgriff und die Räder ermöglichen ein praktisches Verstauen auf kleinem Raum.
Kompatible Boden- und Gummibänder, um die L-BOXX-Koffer sicher zu transportieren.
Stabiler und robuster Trolley, ideal für den Transport, dank der Tragfähigkeit von 125 kg am Boden und 60 kg auf der Treppe.",Chariot Caddy en aluminium refermable,"La solution de transport pratique du Bosch Mobility System.
La structure en aluminium, la poignée télescopique et les roues permettent un rangement pratique dans un espace réduit.
Base compatible et sangles élastiques, pour transporter en toute sécurité les valises L-BOXX.
Chariot stable et robuste, idéal pour le transport, grâce à la capacité de 125 kg au sol et 60 kg dans les escaliers.",Cadddy Trolle,"حل النقل العملي لنظام التنقل بوش.
تسمح بنية الألومنيوم والمقبض التلسكوبي والعجلات بتخزين عملية ومساحة.
قاعدة متوافقة وأشرطة مرنة ، لنقل حقائب L-boxx بأمان.
عربة مستقرة وقوية ، مثالية للنقل ، وذلك بفضل معدل التدفق 125 كجم على الأرض و 60 كجم على الدرج.",3165140767705,1,pc,TRUE,7.7066,80,790,490,2.599,1600A001SA.jpg,,,,,,,,,,,,,,,,,1,1,1,1,,500,500,500,500,STANDARD,STANDARD,STANDARD,STANDARD,STANDARD,https://res.cloudinary.com/saas-ag/raw/upload/v1678979939/powerzone/mixins/powerzone_jsonschema_v1.json
BASIC,,Bosch,,,1600A001SD,LS-TRAY 72 - Tool compartment,"Versatile stowage with the Bosch Mobility System.
Large open compartment for flexible storage of all types of equipment and quick access.
Compatible with the i-BOXX rack and the LS-BOXX case, for maximum versatility.
Safe transport, thanks to the locking function of the i-BOXX rack and the LS-BOXX case.",LS-TRAY 72 - Werkzeugfach,"Vielseitiges Verstauen mit dem Bosch Mobility System.
Großes offenes Fach für flexible Aufbewahrung aller Arten von Ausrüstung und schnellen Zugriff.
Kompatibel mit dem i-BOXX-Rack und dem LS-BOXX-Koffer für maximale Vielseitigkeit.
Sicherer Transport dank Verriegelungsfunktion des i-BOXX-Racks und des LS-BOXX-Koffers.",LS-TRAY 72 - Compartiment à outils,"Rangement polyvalent avec le Bosch Mobility System.
Grand compartiment ouvert pour un stockage flexible de tous types d'équipements et un accès rapide.
Compatible avec le rack i-BOXX et le boîtier LS-BOXX, pour une polyvalence maximale.
Transport en toute sécurité, grâce à la fonction de verrouillage du rack i-BOXX et de la mallette LS-BOXX.",LS -tray 72 - مقصورة portauttense,"تخزين متعدد الاستخدامات مع نظام التنقل بوش.
مقصورة مفتوحة كبيرة ، لتخزين أي نوع من المعدات مع المرونة والوصول إليها بسرعة.
متوافق مع رف I-Boxx ومع حقيبة LS-BOXX ، لتحقيق أقصى قدر من التنوع.
النقل الآمن ، بفضل وظيفة الحظر لرف I-Boxx وحالة LS-BOXX.",3165140767736,1,pc,TRUE,2.2035,75,375,315,0.553,1600A001SD.jpg,,,,,,,,,,,,,,,,,1,1,1,1,,1,1,1,1,STANDARD,STANDARD,STANDARD,STANDARD,STANDARD,https://res.cloudinary.com/saas-ag/raw/upload/v1678979939/powerzone/mixins/powerzone_jsonschema_v1.json
BASIC,,Bosch,,,1600A001SE,I-BOXX lid,"For neat and flexible storage of tools with the Bosch Mobility System.
Robust lid compatible with the i-BOXX active rack.
Ergonomic upper handle, for simple and practical transport.",I-BOXX-Deckel,"Für eine übersichtliche und flexible Werkzeugaufbewahrung mit dem Bosch Mobility System.
Robuster Deckel kompatibel mit dem i-BOXX active Rack.
Ergonomischer oberer Griff für einfachen und praktischen Transport.",Couvercle I-BOXX,"Pour un rangement ordonné et flexible des outils avec le Bosch Mobility System.
Couvercle robuste compatible avec le rack actif i-BOXX.
Poignée supérieure ergonomique, pour un transport simple et pratique.",غطاء i-boxx,"لوضع الأدوات مع نظام التنقل بوش بالترتيب والطريقة المرنة.
غطاء قوي متوافق مع الرف النشط I-boxx.
المقبض العلوي المريح ، لنقل بسيط وعملي.",3165140767743,1,pc,TRUE,2.6555,65,456,360,1.274,1600A001SE.jpg,,,,,,,,,,,,,,,,,1,1,1,1,,5,5,5,5,STANDARD,STANDARD,STANDARD,STANDARD,STANDARD,https://res.cloudinary.com/saas-ag/raw/upload/v1678979939/powerzone/mixins/powerzone_jsonschema_v1.json
